"","Species","Stage","colony_id","Light_Value.x","Temp.Cat.x","Run","micromol.cm2.s","micromol.cm2.h"
"28","P. meandrina","Adult","POM-191","0",29,1,-0.0432970129799981,-155.869246727993
"29","P. meandrina","Adult","POM-191","15",29,1,-0.037199613194169,-133.918607499008
"30","P. meandrina","Adult","POM-191","21",29,1,-0.0344977490950761,-124.191896742274
"31","P. meandrina","Adult","POM-191","215",29,1,0.00655726038018794,23.6061373686766
"32","P. meandrina","Adult","POM-191","383",29,1,0.0281456549758525,101.324357913069
"33","P. meandrina","Adult","POM-191","560",29,1,0.0416781126422238,150.041205512006
"34","P. meandrina","Adult","POM-191","733",29,1,0.0506401737429469,182.304625474609
"35","P. meandrina","Adult","POM-191","902",29,1,0.0555616321259584,200.02187565345
"36","P. meandrina","Adult","POM-191","95",29,1,-0.0168259854456644,-60.5735476043917
"37","P. tuahiniensis","Adult","POT-026","0",29,1,-0.0586900606888386,-211.284218479819
"38","P. tuahiniensis","Adult","POT-026","15",29,1,-0.0465901386939045,-167.724499298056
"39","P. tuahiniensis","Adult","POT-026","21",29,1,-0.0347862881632707,-125.230637387775
"40","P. tuahiniensis","Adult","POT-026","215",29,1,0.0266750189377521,96.0300681759076
"41","P. tuahiniensis","Adult","POT-026","383",29,1,0.064448888822798,232.015999762073
"42","P. tuahiniensis","Adult","POT-026","560",29,1,0.0779119252528478,280.482930910252
"43","P. tuahiniensis","Adult","POT-026","733",29,1,0.0874555831573112,314.84009936632
"44","P. tuahiniensis","Adult","POT-026","902",29,1,0.0860312615338217,309.712541521758
"45","P. tuahiniensis","Adult","POT-026","95",29,1,-0.00967373277184596,-34.8254379786454
"46","P. tuahiniensis","Adult","POT-043","0",29,1,-0.0671561769215853,-241.762236917707
"47","P. tuahiniensis","Adult","POT-043","15",29,1,-0.0575298568016885,-207.107484486079
"48","P. tuahiniensis","Adult","POT-043","21",29,1,-0.0536192630202405,-193.029346872866
"49","P. tuahiniensis","Adult","POT-043","215",29,1,-0.00574739002350273,-20.6906040846098
"50","P. tuahiniensis","Adult","POT-043","383",29,1,0.0264683850086721,95.2861860312196
"51","P. tuahiniensis","Adult","POT-043","560",29,1,0.0540806246226989,194.690248641716
"52","P. tuahiniensis","Adult","POT-043","733",29,1,0.0706367523045383,254.292308296338
"53","P. tuahiniensis","Adult","POT-043","902",29,1,0.0775277369353901,279.099852967404
"54","P. tuahiniensis","Adult","POT-043","95",29,1,-0.0337430706864035,-121.475054471053
"55","P. verrucosa","Adult","POV-014","0",29,1,-0.0557589736658323,-200.732305196996
"56","P. verrucosa","Adult","POV-014","15",29,1,-0.0429861386183256,-154.750099025972
"57","P. verrucosa","Adult","POV-014","21",29,1,-0.0328720922000618,-118.339531920223
"58","P. verrucosa","Adult","POV-014","215",29,1,0.0292933427199342,105.456033791763
"59","P. verrucosa","Adult","POV-014","383",29,1,0.0747124122860945,268.96468422994
"60","P. verrucosa","Adult","POV-014","560",29,1,0.104691957513544,376.89104704876
"61","P. verrucosa","Adult","POV-014","733",29,1,0.113283404759932,407.820257135756
"62","P. verrucosa","Adult","POV-014","902",29,1,0.11974588341783,431.085180304188
"63","P. verrucosa","Adult","POV-014","95",29,1,-0.0104631514584598,-37.6673452504555
"64","P. verrucosa","Adult","POV-061","0",29,1,-0.0565715427993544,-203.657554077676
"65","P. verrucosa","Adult","POV-061","15",29,1,-0.0465517229412353,-167.586202588447
"66","P. verrucosa","Adult","POV-061","21",29,1,-0.0405833015371253,-146.099885533651
"67","P. verrucosa","Adult","POV-061","215",29,1,0.0140934492441397,50.7364172789029
"68","P. verrucosa","Adult","POV-061","383",29,1,0.0512153091156886,184.375112816479
"69","P. verrucosa","Adult","POV-061","560",29,1,0.0727924013462143,262.052644846372
"70","P. verrucosa","Adult","POV-061","733",29,1,0.0808088149240119,290.911733726443
"71","P. verrucosa","Adult","POV-061","902",29,1,0.0860297816826791,309.707214057645
"72","P. verrucosa","Adult","POV-061","95",29,1,-0.0166045320517799,-59.7763153864075
"73","Haplotype 1","Recruit","REC-001","0",29,1,-0.0420754374337436,-151.471574761477
"74","Haplotype 1","Recruit","REC-001","15",29,1,-0.0313709414351458,-112.935389166525
"75","Haplotype 1","Recruit","REC-001","21",29,1,-0.0274208714012097,-98.7151370443549
"76","Haplotype 1","Recruit","REC-001","215",29,1,0.0106198495667439,38.2314584402781
"77","Haplotype 1","Recruit","REC-001","383",29,1,0.0420466319737227,151.367875105402
"78","Haplotype 1","Recruit","REC-001","560",29,1,0.0577370143000331,207.853251480119
"79","Haplotype 1","Recruit","REC-001","733",29,1,0.0616527881421922,221.950037311892
"80","Haplotype 1","Recruit","REC-001","902",29,1,0.0653227444215642,235.161879917631
"81","Haplotype 1","Recruit","REC-001","95",29,1,-0.00836411156253366,-30.1108016251212
"82","Haplotype 1","Recruit","REC-002","0",29,1,-0.0143535896151879,-51.6729226146764
"83","Haplotype 1","Recruit","REC-002","15",29,1,-0.0110180669554512,-39.6650410396242
"84","Haplotype 1","Recruit","REC-002","21",29,1,-0.0155023639181397,-55.8085101053028
"85","Haplotype 1","Recruit","REC-002","215",29,1,0.00493751967750199,17.7750708390071
"86","Haplotype 1","Recruit","REC-002","383",29,1,0.0115370727843379,41.5334620236165
"87","Haplotype 1","Recruit","REC-002","560",29,1,0.0180152089607195,64.8547522585903
"88","Haplotype 1","Recruit","REC-002","733",29,1,0.0191071523861964,68.785748590307
"89","Haplotype 1","Recruit","REC-002","902",29,1,0.0207588957499969,74.732024699989
"90","Haplotype 1","Recruit","REC-002","95",29,1,-0.00469317985789978,-16.8954474884392
"91","Haplotype 1","Recruit","REC-003","0",29,1,-0.0293137872645776,-105.529634152479
"92","Haplotype 1","Recruit","REC-003","15",29,1,-0.0244156836623826,-87.8964611845775
"93","Haplotype 1","Recruit","REC-003","21",29,1,-0.0190313797714603,-68.5129671772571
"94","Haplotype 1","Recruit","REC-003","215",29,1,0.013363383838826,48.1081818197737
"95","Haplotype 1","Recruit","REC-003","383",29,1,0.0311012538800406,111.964513968146
"96","Haplotype 1","Recruit","REC-003","560",29,1,0.0427653067544565,153.955104316044
"97","Haplotype 1","Recruit","REC-003","733",29,1,0.0465047233784455,167.417004162404
"98","Haplotype 1","Recruit","REC-003","902",29,1,0.0482432713200992,173.675776752357
"99","Haplotype 1","Recruit","REC-003","95",29,1,-0.00701233284770986,-25.2443982517555
"100","Haplotype 1","Recruit","REC-004","0",29,1,-0.0557927998648002,-200.854079513281
"101","Haplotype 1","Recruit","REC-004","15",29,1,-0.0508953140993861,-183.22313075779
"102","Haplotype 1","Recruit","REC-004","21",29,1,-0.0552374393288032,-198.854781583692
"103","Haplotype 1","Recruit","REC-004","215",29,1,0.0221417084995101,79.7101505982364
"104","Haplotype 1","Recruit","REC-004","383",29,1,0.0584660976815487,210.477951653575
"105","Haplotype 1","Recruit","REC-004","560",29,1,0.0884575364464347,318.447131207165
"106","Haplotype 1","Recruit","REC-004","733",29,1,0.101613325581246,365.807972092484
"107","Haplotype 1","Recruit","REC-004","902",29,1,0.108391761810889,390.2103425192
"108","Haplotype 1","Recruit","REC-004","95",29,1,-0.0188983587321022,-68.034091435568
"109","Haplotype 1","Recruit","REC-005","0",29,1,-0.0180364357071853,-64.9311685458672
"110","Haplotype 1","Recruit","REC-005","15",29,1,-0.0131427567053345,-47.3139241392041
"111","Haplotype 1","Recruit","REC-005","21",29,1,-0.0161954663805659,-58.3036789700372
"112","Haplotype 1","Recruit","REC-005","215",29,1,0.0230328775540397,82.9183591945428
"113","Haplotype 1","Recruit","REC-005","383",29,1,0.028884563338068,103.984428017045
"114","Haplotype 1","Recruit","REC-005","560",29,1,0.0330234746516226,118.884508745841
"115","Haplotype 1","Recruit","REC-005","733",29,1,0.0324905236358476,116.965885089051
"116","Haplotype 1","Recruit","REC-005","902",29,1,0.0340160692794328,122.457849405958
"117","Haplotype 1","Recruit","REC-005","95",29,1,0.00265451236127221,9.55624450057996
"118","Haplotype 5a","Recruit","REC-006","0",29,1,-0.0300243865085781,-108.087791430881
"119","Haplotype 5a","Recruit","REC-006","15",29,1,-0.0222958464063305,-80.2650470627899
"120","Haplotype 5a","Recruit","REC-006","21",29,1,-0.0240207239703404,-86.4746062932254
"121","Haplotype 5a","Recruit","REC-006","215",29,1,0.0136884189022269,49.2783080480168
"122","Haplotype 5a","Recruit","REC-006","383",29,1,0.0583425174936199,210.033062977032
"123","Haplotype 5a","Recruit","REC-006","560",29,1,0.0722773509880994,260.198463557158
"124","Haplotype 5a","Recruit","REC-006","733",29,1,0.0775538287628243,279.193783546167
"125","Haplotype 5a","Recruit","REC-006","902",29,1,0.0811448631283103,292.121507261917
"126","Haplotype 5a","Recruit","REC-006","95",29,1,0.00308084567985273,11.0910444474698
"127","Haplotype 5a","Recruit","REC-007","0",29,1,-0.0935380459981575,-336.736965593367
"128","Haplotype 5a","Recruit","REC-007","15",29,1,-0.0684255872496773,-246.332114098838
"129","Haplotype 5a","Recruit","REC-007","21",29,1,-0.0551950257483555,-198.70209269408
"130","Haplotype 5a","Recruit","REC-007","215",29,1,0.06286361101327,226.308999647772
"131","Haplotype 5a","Recruit","REC-007","383",29,1,0.127190739330314,457.886661589129
"132","Haplotype 5a","Recruit","REC-007","560",29,1,0.154977790447165,557.920045609793
"133","Haplotype 5a","Recruit","REC-007","733",29,1,0.165398975484947,595.436311745809
"134","Haplotype 5a","Recruit","REC-007","902",29,1,0.172090214394931,619.524771821752
"135","Haplotype 5a","Recruit","REC-007","95",29,1,-0.00612241826785477,-22.0407057642772
"136","Haplotype 1","Recruit","REC-008","0",29,1,-0.0482310197559764,-173.631671121515
"137","Haplotype 1","Recruit","REC-008","15",29,1,-0.035702953207124,-128.530631545647
"138","Haplotype 1","Recruit","REC-008","21",29,1,-0.0235242984939611,-84.68747457826
"139","Haplotype 1","Recruit","REC-008","215",29,1,0.047660549396026,171.577977825694
"140","Haplotype 1","Recruit","REC-008","383",29,1,0.0763892371253381,275.001253651217
"141","Haplotype 1","Recruit","REC-008","560",29,1,0.0893517387412114,321.666259468361
"142","Haplotype 1","Recruit","REC-008","733",29,1,0.093016674820276,334.860029352994
"143","Haplotype 1","Recruit","REC-008","902",29,1,0.0913831859549443,328.9794694378
"144","Haplotype 1","Recruit","REC-008","95",29,1,0.0084398690373883,30.3835285345979
