"","Species","colony_id.x","Temperature","Light","Run","micromol.cm2.s","micromol.cm2.h"
"41","P. meandrina","POM-185","32","0",2,-0.168785212316123,-607.626764338041
"42","P. meandrina","POM-185","32","560",2,0.0907564472355811,326.723210048092
"43","P. meandrina","POM-185","35","0",2,-0.127387156456079,-458.593763241883
"44","P. meandrina","POM-185","35","560",2,0.0646986771823761,232.915237856554
"45","P. meandrina","POM-185","38","0",2,-0.0887710155500283,-319.575655980102
"46","P. meandrina","POM-185","38","560",2,0.0108664622824951,39.1192642169825
"47","P. meandrina","POM-185","40","0",2,-0.0585250738939946,-210.690266018381
"48","P. meandrina","POM-185","40","560",2,-0.0250464210826244,-90.1671158974477
"49","P. meandrina","POM-196","21","0",2,-0.0542838053496228,-195.421699258642
"50","P. meandrina","POM-196","21","560",2,0.0844869505231738,304.153021883426
"51","P. meandrina","POM-196","24","0",2,-0.0737236888728872,-265.405279942394
"52","P. meandrina","POM-196","24","560",2,0.086232048629785,310.435375067226
"53","P. meandrina","POM-196","28","0",2,-0.0996037872591189,-358.573634132828
"54","P. meandrina","POM-196","28","560",2,0.074716901083882,268.980843901975
"55","P. meandrina","POM-196","30","0",2,-0.115202484846479,-414.728945447324
"56","P. meandrina","POM-196","30","560",2,0.0554979385922985,199.792578932274
"57","P. meandrina","POM-196","32","0",2,-0.122323154454894,-440.363356037619
"58","P. meandrina","POM-196","32","560",2,0.0401094306087697,144.393950191571
"59","P. meandrina","POM-196","35","0",2,-0.122683816904915,-441.661740857695
"60","P. meandrina","POM-196","35","560",2,0.0174337778732949,62.7616003438616
"61","P. meandrina","POM-196","38","0",2,-0.0676227855234578,-243.442027884448
"62","P. meandrina","POM-196","38","560",2,0.000471009410007929,1.69563387602854
"63","P. meandrina","POM-196","40","0",2,-0.0636034934096983,-228.972576274914
"64","P. meandrina","POM-196","40","560",2,-0.0493366678175287,-177.612004143103
"65","P. tuahiniensis","POT-030","21","0",2,-0.0594767928258736,-214.116454173145
"66","P. tuahiniensis","POT-030","21","560",2,0.044824374422945,161.367747922602
"67","P. tuahiniensis","POT-030","24","0",2,-0.0727089829355298,-261.752338567907
"68","P. tuahiniensis","POT-030","24","560",2,0.0705726762505304,254.061634501909
"69","P. tuahiniensis","POT-030","28","0",2,-0.0978244661844595,-352.168078264054
"70","P. tuahiniensis","POT-030","28","560",2,0.0697516790559928,251.106044601574
"71","P. tuahiniensis","POT-030","30","0",2,-0.102930651470612,-370.550345294204
"72","P. tuahiniensis","POT-030","30","560",2,0.0896717691682819,322.818369005815
"73","P. tuahiniensis","POT-030","32","0",2,-0.111083567942534,-399.900844593123
"74","P. tuahiniensis","POT-030","32","560",2,0.0790053208545565,284.419155076403
"75","P. tuahiniensis","POT-030","35","0",2,-0.123661248717365,-445.180495382514
"76","P. tuahiniensis","POT-030","35","560",2,0.0475342104978609,171.123157792299
"77","P. tuahiniensis","POT-030","38","0",2,-0.055480576843397,-199.730076636229
"78","P. tuahiniensis","POT-030","38","560",2,-0.0123296412497194,-44.3867084989899
"79","P. tuahiniensis","POT-030","40","0",2,-0.0506105539660002,-182.197994277601
"80","P. tuahiniensis","POT-030","40","560",2,-0.0451131192887645,-162.407229439552
"81","P. tuahiniensis","POT-090","21","0",2,-0.0308796990529817,-111.166916590734
"82","P. tuahiniensis","POT-090","21","560",2,0.0608301182877704,218.988425835974
"83","P. tuahiniensis","POT-090","24","0",2,-0.0569004357357836,-204.841568648821
"84","P. tuahiniensis","POT-090","24","560",2,0.0421252653108552,151.650955119079
"85","P. tuahiniensis","POT-090","28","0",2,-0.0599154514171288,-215.695625101664
"86","P. tuahiniensis","POT-090","28","560",2,0.0585506275326893,210.782259117681
"87","P. tuahiniensis","POT-090","30","0",2,-0.0663745921193306,-238.94853162959
"88","P. tuahiniensis","POT-090","30","560",2,0.059340976778933,213.627516404159
"89","P. tuahiniensis","POT-090","32","0",2,-0.0883875309403358,-318.195111385209
"90","P. tuahiniensis","POT-090","32","560",2,0.0388590796224694,139.89268664089
"91","P. tuahiniensis","POT-090","35","0",2,-0.0890291546759746,-320.504956833509
"92","P. tuahiniensis","POT-090","35","560",2,0.0343396103075449,123.622597107162
"93","P. tuahiniensis","POT-090","38","0",2,-0.0471676568498457,-169.803564659444
"94","P. tuahiniensis","POT-090","38","560",2,-0.0122321353187041,-44.0356871473347
"95","P. tuahiniensis","POT-090","40","0",2,-0.0248277899281026,-89.3800437411695
"96","P. tuahiniensis","POT-090","40","560",2,-0.0281309752395744,-101.271510862468
"97","P. verrucosa","POV-004","21","0",2,-0.0754405983922835,-271.586154212221
"98","P. verrucosa","POV-004","21","560",2,0.135194085883597,486.69870918095
"99","P. verrucosa","POV-004","24","0",2,-0.0938553434298583,-337.87923634749
"100","P. verrucosa","POV-004","24","560",2,0.13756306265661,495.227025563797
"101","P. verrucosa","POV-004","28","0",2,-0.120448925431464,-433.616131553271
"102","P. verrucosa","POV-004","28","560",2,0.151881480095119,546.773328342427
"103","P. verrucosa","POV-004","30","0",2,-0.128621469589692,-463.037290522891
"104","P. verrucosa","POV-004","30","560",2,0.141008916023606,507.632097684982
"105","P. verrucosa","POV-004","32","0",2,-0.14778438132032,-532.023772753151
"106","P. verrucosa","POV-004","32","560",2,0.133051067049908,478.98384137967
"107","P. verrucosa","POV-004","35","0",2,-0.156661943035762,-563.982994928744
"108","P. verrucosa","POV-004","35","560",2,0.107106477707774,385.583319747986
"109","P. verrucosa","POV-004","38","0",2,-0.092389780994306,-332.603211579502
"110","P. verrucosa","POV-004","38","560",2,0.014138365664138,50.8981163908969
"111","P. verrucosa","POV-004","40","0",2,-0.0535703994799623,-192.853438127864
"112","P. verrucosa","POV-004","40","560",2,-0.0378176387464398,-136.143499487183
"113","P. verrucosa","POV-069","21","0",2,-0.0754813776854594,-271.732959667654
"114","P. verrucosa","POV-069","21","560",2,0.0859078727199652,309.268341791875
"115","P. verrucosa","POV-069","24","0",2,-0.0212538401177759,-76.5138244239932
"116","P. verrucosa","POV-069","24","560",2,0.057604234175723,207.375243032603
"117","P. verrucosa","POV-069","28","0",2,-0.120342494346424,-433.232979647126
"118","P. verrucosa","POV-069","28","560",2,0.0676018254170837,243.366571501501
"119","P. verrucosa","POV-069","30","0",2,-0.132090600471558,-475.526161697608
"120","P. verrucosa","POV-069","30","560",2,0.0790657447653092,284.636681155113
"121","P. verrucosa","POV-069","32","0",2,-0.152594658078072,-549.340769081059
"122","P. verrucosa","POV-069","32","560",2,0.0654218355987757,235.518608155592
"123","P. verrucosa","POV-069","35","0",2,-0.133928547421661,-482.14277071798
"124","P. verrucosa","POV-069","35","560",2,0.0442368426144728,159.252633412102
"125","P. verrucosa","POV-069","38","0",2,-0.069433560870531,-249.960819133912
"126","P. verrucosa","POV-069","38","560",2,-0.00123867142244621,-4.45921712080636
"127","P. verrucosa","POV-069","40","0",2,-0.050982015255328,-183.535254919181
"128","P. verrucosa","POV-069","40","560",2,-0.0323633670891056,-116.50812152078
"129","Recruit","REC-009","21","0",2,-0.0275620663777119,-99.2234389597629
"130","Recruit","REC-009","21","560",2,0.0651857776105891,234.668799398121
"131","Recruit","REC-009","24","0",2,-0.0365480193049,-131.57286949764
"132","Recruit","REC-009","24","560",2,0.0317336655333231,114.241195919963
"133","Recruit","REC-009","28","0",2,-0.0557855776787476,-200.828079643491
"134","Recruit","REC-009","28","560",2,0.0471571019699118,169.765567091683
"135","Recruit","REC-009","30","0",2,-0.0629508562967761,-226.623082668394
"136","Recruit","REC-009","30","560",2,0.0419388871566474,150.97999376393
"137","Recruit","REC-009","32","0",2,-0.0739162622434007,-266.098544076243
"138","Recruit","REC-009","32","560",2,0.0343048835925526,123.497580933189
"139","Recruit","REC-009","35","0",2,-0.0618599459420471,-222.69580539137
"140","Recruit","REC-009","35","560",2,0.0366698168769945,132.01134075718
"141","Recruit","REC-009","38","0",2,-0.0446467469980874,-160.728289193114
"142","Recruit","REC-009","38","560",2,0.00506184887549323,18.2226559517756
"143","Recruit","REC-009","40","0",2,-0.0490430841965693,-176.555103107649
"144","Recruit","REC-009","40","560",2,-0.0398565678211363,-143.483644156091
"145","Recruit","REC-010","21","0",2,-0.015180326097091,-54.6491739495277
"146","Recruit","REC-010","21","560",2,0.0244020543954988,87.8473958237958
"147","Recruit","REC-010","24","0",2,-0.0342593664442494,-123.333719199298
"148","Recruit","REC-010","24","560",2,0.0094448773081137,34.0015583092093
"149","Recruit","REC-010","28","0",2,-0.0268159162187791,-96.5372983876049
"150","Recruit","REC-010","28","560",2,0.0333981645684814,120.233392446533
"151","Recruit","REC-010","30","0",2,-0.0306549863829111,-110.35795097848
"152","Recruit","REC-010","30","560",2,0.0303449620334944,109.24186332058
"153","Recruit","REC-010","32","0",2,-0.0359977652622053,-129.591954943939
"154","Recruit","REC-010","32","560",2,0.0342436756472167,123.27723232998
"155","Recruit","REC-010","35","0",2,-0.0445089334883346,-160.232160558004
"156","Recruit","REC-010","35","560",2,-0.00315417547326687,-11.3550317037607
"157","Recruit","REC-010","38","0",2,-0.0342781338114799,-123.401281721328
"158","Recruit","REC-010","38","560",2,-0.014206418326294,-51.1431059746585
"159","Recruit","REC-010","40","0",2,-0.0306130026000039,-110.206809360014
"160","Recruit","REC-010","40","560",2,-0.0258077456410291,-92.9078843077048
"161","Recruit","REC-011","21","0",2,-0.00334689916742968,-12.0488370027468
"162","Recruit","REC-011","21","560",2,0.022108817622515,79.5917434410539
"163","Recruit","REC-011","24","0",2,-0.0221430057689368,-79.7148207681726
"164","Recruit","REC-011","24","560",2,0.008406225464368,30.2624116717248
"165","Recruit","REC-011","28","0",2,-0.0208118085401307,-74.9225107444706
"166","Recruit","REC-011","28","560",2,0.0233835754059211,84.1808714613159
"167","Recruit","REC-011","30","0",2,-0.0223973590489323,-80.6304925761562
"168","Recruit","REC-011","30","560",2,0.0205437551990759,73.9575187166732
"169","Recruit","REC-011","32","0",2,-0.0329328712511264,-118.558336504055
"170","Recruit","REC-011","32","560",2,0.0213179259253017,76.7445333310862
"171","Recruit","REC-011","35","0",2,-0.032817564182525,-118.14323105709
"172","Recruit","REC-011","35","560",2,0.00952723901098577,34.2980604395488
"173","Recruit","REC-011","38","0",2,-0.00899843740263811,-32.3943746494972
"174","Recruit","REC-011","38","560",2,0.0331962371422809,119.506453712211
"175","Recruit","REC-012","21","0",2,0.00526188700378225,18.9427932136161
"176","Recruit","REC-012","21","560",2,0.0634330955139386,228.359143850179
"177","Recruit","REC-012","24","0",2,-0.0407506665614854,-146.702399621347
"178","Recruit","REC-012","24","560",2,0.0451940435305593,162.698556710013
"179","Recruit","REC-012","28","0",2,-0.0470760143726898,-169.473651741683
"180","Recruit","REC-012","28","560",2,0.0604319649137304,217.55507368943
"181","Recruit","REC-012","30","0",2,-0.0584119890517443,-210.28316058628
"182","Recruit","REC-012","30","560",2,0.0607072848806282,218.546225570262
"183","Recruit","REC-012","32","0",2,-0.0647013079013686,-232.924708444927
"184","Recruit","REC-012","32","560",2,0.0617743382223023,222.387617600288
"185","Recruit","REC-012","35","0",2,-0.0774925687475724,-278.973247491261
"186","Recruit","REC-012","35","560",2,0.0259351348185621,93.3664853468236
"187","Recruit","REC-012","38","0",2,-0.0569641367701267,-205.070892372456
"188","Recruit","REC-012","38","560",2,-0.00538075489297271,-19.3707176147017
"189","Recruit","REC-012","40","0",2,-0.0338028014630689,-121.690085267048
"190","Recruit","REC-012","40","560",2,0.0245472082051263,88.3699495384547
"191","Recruit","REC-013","21","0",2,-0.005386042126434,-19.3897516551624
"192","Recruit","REC-013","21","560",2,0.0165569611094425,59.605059993993
"193","Recruit","REC-013","24","0",2,-0.00853881451753203,-30.7397322631153
"194","Recruit","REC-013","24","560",2,0.0111209725482937,40.0355011738574
"195","Recruit","REC-013","28","0",2,-0.0125989574226231,-45.3562467214432
"196","Recruit","REC-013","28","560",2,0.00418205403118851,15.0553945122786
"197","Recruit","REC-013","30","0",2,-0.0121533788019176,-43.7521636869034
"198","Recruit","REC-013","30","560",2,0.0187744685963438,67.5880869468377
"199","Recruit","REC-013","32","0",2,-0.0183615057314134,-66.1014206330883
"200","Recruit","REC-013","32","560",2,0.0126621704350095,45.5838135660341
"201","Recruit","REC-013","35","0",2,-0.0311778943484767,-112.240419654516
"202","Recruit","REC-013","35","560",2,-0.0173593230985884,-62.4935631549181
"203","Recruit","REC-013","38","0",2,-0.0112330928072759,-40.4391341061931
"204","Recruit","REC-013","38","560",2,-0.0111441253470662,-40.1188512494384
"205","Recruit","REC-013","40","0",2,-0.0235120930635659,-84.6435350288372
"206","Recruit","REC-013","40","560",2,0.00409835535363242,14.7540792730767
"207","Recruit","REC-014","21","0",2,-0.00511385590220099,-18.4098812479236
"208","Recruit","REC-014","21","560",2,0.0353119788956521,127.123124024348
"209","Recruit","REC-014","24","0",2,-0.00645061765289397,-23.2222235504183
"210","Recruit","REC-014","24","560",2,0.0247750395198638,89.1901422715097
"211","Recruit","REC-014","28","0",2,-0.0186365524293708,-67.0915887457347
"212","Recruit","REC-014","28","560",2,0.0112082747868634,40.3497892327082
"213","Recruit","REC-014","30","0",2,0.00600657656920567,21.6236756491404
"214","Recruit","REC-014","30","560",2,0.0551449950763121,198.521982274723
"215","Recruit","REC-014","32","0",2,-0.000246723473347543,-0.888204504051155
"216","Recruit","REC-014","32","560",2,0.0544378536972171,195.976273309981
"217","Recruit","REC-014","35","0",2,-0.021636615928905,-77.8918173440579
"218","Recruit","REC-014","35","560",2,0.00912623083475571,32.8544310051205
"219","Recruit","REC-014","38","0",2,-0.0204056992981773,-73.4605174734383
"220","Recruit","REC-014","38","560",2,0.000687993543374738,2.47677675614906
"221","Recruit","REC-014","40","0",2,-0.0126235242622525,-45.4446873441089
"222","Recruit","REC-014","40","560",2,0.0510168620512858,183.660703384629
"223","Recruit","REC-015","21","0",2,-0.0138580170322569,-49.8888613161249
"224","Recruit","REC-015","21","560",2,0.0172620508609262,62.1433830993342
"225","Recruit","REC-015","24","0",2,-0.0190771225097608,-68.677641035139
"226","Recruit","REC-015","24","560",2,0.0189115152400639,68.0814548642299
"227","Recruit","REC-015","28","0",2,-0.00667472342039332,-24.029004313416
"228","Recruit","REC-015","28","560",2,0.0212637700122244,76.549572044008
"229","Recruit","REC-015","30","0",2,-0.0128827307521494,-46.3778307077377
"230","Recruit","REC-015","30","560",2,0.0466728339189248,168.022202108129
"231","Recruit","REC-015","32","0",2,-0.00852511173421936,-30.6904022431897
"232","Recruit","REC-015","32","560",2,0.0539980049537373,194.392817833454
"233","Recruit","REC-015","35","0",2,-0.0132352902694784,-47.6470449701222
"234","Recruit","REC-015","35","560",2,0.0234257425277744,84.3326730999877
"235","Recruit","REC-015","38","0",2,-0.0147383580730068,-53.0580890628244
"236","Recruit","REC-015","38","560",2,0.00591265395485886,21.2855542374919
"237","Recruit","REC-015","40","0",2,-0.0284767612464675,-102.516340487283
"238","Recruit","REC-015","40","560",2,0.0296461766261796,106.726235854247
"239","Recruit","REC-016","21","0",2,-0.0411176239633775,-148.023446268159
"240","Recruit","REC-016","21","560",2,0.0178245664816804,64.1684393340496
"241","Recruit","REC-016","24","0",2,-0.00487168483481949,-17.5380654053502
"242","Recruit","REC-016","24","560",2,0.0121806638843259,43.8503899835733
"243","Recruit","REC-016","28","0",2,-0.0162273326657705,-58.4183975967737
"244","Recruit","REC-016","28","560",2,0.00516178668610979,18.5824320699952
"245","Recruit","REC-016","30","0",2,0.0014697637613215,5.29114954075741
"246","Recruit","REC-016","30","560",2,0.0111468860653266,40.1287898351756
"247","Recruit","REC-016","32","0",2,-0.00282226709504867,-10.1601615421752
"248","Recruit","REC-016","32","560",2,0.0216111605294086,77.8001779058709
"249","Recruit","REC-016","35","0",2,-0.0102342749517514,-36.843389826305
"250","Recruit","REC-016","35","560",2,0.0104010950732802,37.4439422638088
"251","Recruit","REC-016","38","0",2,-0.00373974033518885,-13.4630652066798
"252","Recruit","REC-016","38","560",2,0.0124087295075352,44.6714262271267
"253","Recruit","REC-016","40","0",2,-0.000646608827110275,-2.32779177759699
"254","Recruit","REC-016","40","560",2,-0.0204304417948723,-73.5495904615402
