gene_id,Pverr_006,Pverr_007,Pverr_008,Pverr_009,Pverr_106,Pverr_107,Pverr_108,Pverr_109,Pverr_110,Pverr_111,Pverr_112,Pverr_113
Pver_gene_g3370,0,0,0,0,66,66,0,131,28,74,39,56
Pver_gene_g3379,18,55,30,31,230,163,62,163,97,148,223,170
Pver_gene_g3378,13,14,0,21,13,33,15,0,21,0,30,0
Pver_gene_g7874,0,0,0,0,346,439,190,473,349,324,483,418
Pver_gene_g7875,0,0,0,0,365,253,162,452,231,354,519,300
Pver_gene_g7876,0,0,0,0,167,214,206,257,298,220,240,275
Pver_gene_g7877,0,0,0,0,1174,715,304,1523,434,1061,1679,1071
Pver_gene_g7870,0,0,70,0,5180,5351,2364,8827,3266,7166,8616,6063
Pver_gene_g7871,0,0,0,0,139,151,45,376,116,160,317,123
Pver_gene_g7872,0,0,0,0,347,203,79,429,120,213,406,181
Pver_gene_g7873,0,0,0,0,1091,951,467,1775,650,1421,1797,1128
Pver_gene_g7878,24,46,33,42,243,287,182,424,227,173,325,318
Pver_gene_g7879,48,89,40,75,334,154,87,326,119,224,232,161
Pver_gene_g6473,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6472,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6471,0,0,0,0,44,22,29,18,13,26,59,59
Pver_gene_g6470,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6477,319,317,391,227,533,362,213,457,263,487,380,367
Pver_gene_g6476,22,23,23,38,60,53,17,26,24,71,28,33
Pver_gene_g6475,0,0,17,6,0,26,0,46,11,34,0,39
Pver_gene_g6474,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g6479,0,48,21,64,58,52,9,150,36,69,69,74
Pver_gene_g6478,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8493,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25395,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8491,0,0,0,0,0,0,5,0,0,0,0,0
Pver_gene_g25397,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8497,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25391,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8495,0,0,0,0,21,24,0,5,0,0,7,0
Pver_gene_g25393,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8499,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8498,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25398,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25399,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24669,0,0,0,0,0,0,0,0,3,0,0,0
Pver_gene_g24668,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24667,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24666,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24665,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24664,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24663,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24662,0,0,0,4,0,0,0,0,0,0,0,0
Pver_gene_g24661,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g24660,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22625,0,0,0,0,1,2,1,0,0,3,1,0
Pver_gene_g22624,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22627,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22626,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22621,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8728,63,95,64,25,58,41,10,30,38,41,66,27
Pver_gene_g22623,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22622,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8725,62,57,88,27,55,84,39,73,69,57,70,55
Pver_gene_g8724,0,0,0,0,0,0,10,0,8,0,0,0
Pver_gene_g8727,24,86,101,61,156,144,50,202,96,156,112,102
Pver_gene_g8726,466,522,680,430,755,667,251,1053,472,702,1000,735
Pver_gene_g22629,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8720,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8723,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8722,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1849,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1848,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1843,0,8,0,21,0,0,0,0,0,0,0,0
Pver_gene_g1842,13,0,19,0,30,13,0,3,0,0,9,0
Pver_gene_g1841,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1840,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1847,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1846,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1845,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1844,0,27,25,31,29,12,0,38,24,48,18,33
Pver_gene_g25530,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25531,0,0,0,0,0,0,0,0,1,0,0,0
Pver_gene_g25532,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25533,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25534,0,2,0,3,0,0,0,0,10,0,0,0
Pver_gene_g25535,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25536,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25537,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25538,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g25539,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1269,0,0,0,0,0,14,0,0,18,0,0,5
Pver_gene_g1268,0,8,0,0,111,68,49,128,85,189,104,96
Pver_gene_g1267,0,0,136,16,13948,6920,2015,19242,3760,12561,14903,9143
Pver_gene_g1266,0,0,0,7,0,26,0,10,28,0,0,15
Pver_gene_g1265,362,381,376,173,363,370,117,519,194,338,473,428
Pver_gene_g1264,0,0,0,0,0,4,9,0,13,0,0,0
Pver_gene_g1263,25,7,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1262,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g1261,0,5,0,0,0,35,27,0,63,0,29,30
Pver_gene_g1260,0,0,0,0,36,56,13,82,49,33,97,47
Pver_gene_g9458,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9459,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9454,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9455,0,0,0,0,0,0,0,8,3,0,0,0
Pver_gene_g9456,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9457,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9450,0,9,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9451,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9452,0,37,31,24,33,47,10,70,35,62,91,32
Pver_gene_g9453,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4614,0,7,0,0,0,12,0,16,41,24,0,25
Pver_gene_g17276,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21944,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17274,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4721,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4720,0,0,0,0,0,6,0,0,24,0,0,11
Pver_gene_g4723,0,7,0,0,0,19,0,0,25,0,0,0
Pver_gene_g4722,0,0,0,0,0,0,0,9,5,19,0,18
Pver_gene_g4725,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4724,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4727,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4726,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4729,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g4728,79,165,132,162,554,437,125,839,283,485,498,366
Pver_gene_g21940,0,0,0,0,3,0,0,0,0,0,0,4
Pver_gene_g21943,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17271,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_696_5de57afd,0,0,0,0,0,0,0,0,0,0,2,0
Pver_gene_g2769,0,117,135,168,21,20,0,0,13,0,0,0
Pver_gene_g2768,6,17,68,0,110,65,30,102,27,59,92,57
Pver_gene_g2763,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2762,0,0,0,0,0,0,0,14,7,0,0,0
Pver_gene_g2761,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2760,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2767,0,42,104,29,130,89,15,95,42,72,73,75
Pver_gene_g2766,0,79,63,76,0,47,41,14,81,40,0,0
Pver_gene_g2765,26,50,36,37,0,5,7,0,9,4,0,6
Pver_gene_g2764,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10302,0,0,0,0,20,30,0,44,0,25,39,26
Pver_gene_g18981,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18980,0,0,0,0,0,0,4,0,0,0,0,7
Pver_gene_g18983,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18982,0,0,0,0,0,1,2,0,0,6,0,3
Pver_gene_g18985,0,0,0,0,18,10,0,0,0,0,0,0
Pver_gene_g18984,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18987,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18986,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18989,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18988,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20577,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20576,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20575,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20574,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20573,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20572,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20571,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20570,2,6,3,0,3,0,0,0,0,0,1,1
Pver_gene_g20579,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20578,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2189,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2188,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2187,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2186,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2185,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2184,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2183,0,0,0,0,134,41,56,73,50,65,98,60
Pver_gene_g2182,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g2181,0,0,0,0,41,38,0,36,29,21,23,36
Pver_gene_g2180,0,0,0,0,0,0,0,0,0,0,0,2
Pver_gene_g21628,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21629,3,12,9,5,0,0,4,1,22,1,0,7
Pver_gene_g21620,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21621,0,0,0,0,0,0,0,0,1,0,0,0
Pver_gene_g21622,0,0,0,0,19,0,0,0,0,0,0,0
Pver_gene_g21623,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21624,0,0,0,0,0,0,0,0,0,0,0,1
Pver_gene_g21625,0,0,0,0,0,2,0,0,0,0,0,0
Pver_gene_g21626,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21627,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g86,0,0,0,0,147,160,32,208,120,223,251,175
Pver_gene_g87,0,0,0,0,0,7,0,0,0,0,0,0
Pver_gene_g84,0,31,0,31,165,111,46,66,44,90,104,81
Pver_gene_g85,0,0,22,0,0,0,0,0,15,0,0,0
Pver_gene_g17188,0,0,0,0,0,0,0,0,0,8,0,0
Pver_gene_g83,41,44,0,71,115,69,0,115,40,109,86,82
Pver_gene_g80,256,234,249,219,347,227,98,531,204,347,294,199
Pver_gene_g81,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17184,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17185,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17186,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17187,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17180,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17181,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17182,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12351,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17724,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12537,0,0,0,0,0,0,0,0,0,5,0,7
Pver_gene_g17726,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12535,8,0,0,0,1892,1523,477,2298,687,1846,2090,1869
Pver_gene_novel_gene_480_5de57afd,0,0,0,0,0,0,0,0,0,0,19,0
Pver_gene_g17720,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_642_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12533,27,29,41,21,61,91,22,94,77,98,148,67
Pver_gene_g17722,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g12531,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20393,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17453,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20391,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17451,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17456,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17457,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17454,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17455,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g20399,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g17459,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10868,0,0,0,0,0,0,0,5,20,0,0,4
Pver_gene_g10869,0,0,0,0,14,0,0,31,21,19,30,0
Pver_gene_g10862,0,46,41,28,0,0,0,0,0,0,0,0
Pver_gene_g10863,0,0,0,0,7,8,30,0,28,28,0,8
Pver_gene_g10860,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10861,0,33,20,37,0,27,21,0,48,0,0,29
Pver_gene_g10866,0,0,0,0,104,117,85,176,146,118,163,102
Pver_gene_g10867,0,0,0,0,10,0,0,17,0,9,0,0
Pver_gene_g10864,0,0,0,0,23,9,11,0,0,49,42,11
Pver_gene_g10865,0,0,0,0,0,11,0,0,0,0,0,0
Pver_gene_g14198,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14199,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14192,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14193,0,12,0,4,67,41,21,89,21,74,80,42
Pver_gene_g14190,0,65,20,16,25,55,27,23,48,40,0,29
Pver_gene_g14191,0,0,0,0,50,32,10,59,26,57,32,34
Pver_gene_g14196,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14197,0,0,0,0,31,100,0,126,38,49,0,27
Pver_gene_g14194,0,0,0,0,0,0,0,0,0,0,0,4
Pver_gene_g14195,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8115,116,121,176,205,169,111,43,202,77,147,198,141
Pver_gene_g11115,0,0,0,0,41,40,25,41,93,21,27,23
Pver_gene_g11114,0,0,0,0,0,0,0,11,0,0,0,0
Pver_gene_g11117,0,0,0,0,8,12,11,0,12,0,0,0
Pver_gene_g11116,0,0,0,0,0,0,0,0,21,14,0,5
Pver_gene_g11111,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11110,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11113,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11112,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g16329,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g16328,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11119,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11118,63,101,124,51,44,26,19,0,0,44,17,21
Pver_gene_g18479,0,0,16,11,24,24,21,38,32,36,51,30
Pver_gene_g18478,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18471,0,0,0,0,16,0,0,0,0,0,0,7
Pver_gene_g18470,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18473,0,2,0,0,0,0,0,0,0,0,0,10
Pver_gene_g18472,0,0,0,0,0,0,0,0,0,0,0,7
Pver_gene_g18475,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18474,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18477,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18476,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10246,0,19,49,12,0,6,10,9,16,0,0,18
Pver_gene_g10247,11,13,0,0,26,26,0,53,17,18,48,0
Pver_gene_g10244,0,19,21,16,0,11,0,0,13,0,0,13
Pver_gene_g10245,103,193,177,125,37,24,5,44,38,38,43,27
Pver_gene_g10242,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10243,0,46,39,0,837,697,184,911,311,789,961,664
Pver_gene_g10240,144,240,189,146,121,130,11,99,65,176,109,132
Pver_gene_g10241,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_split_gene_g5912-g232,0,0,0,0,30,29,11,18,7,0,43,16
Pver_gene_g10248,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g10249,0,0,0,0,221,139,23,284,107,38,154,114
Pver_gene_g19612,413,354,382,304,355,294,70,468,131,182,192,248
Pver_gene_g19613,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19610,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19611,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14260,92,142,95,81,165,176,77,165,107,140,195,194
Pver_gene_g19617,0,0,0,0,0,0,0,16,0,0,0,0
Pver_gene_g15744,0,0,0,0,34,27,13,23,20,21,90,34
Pver_gene_g15745,61,86,66,79,85,50,49,69,65,83,83,61
Pver_gene_g15746,0,34,55,0,57,34,9,103,20,67,112,49
Pver_gene_g15747,751,696,1020,795,258,160,119,328,128,166,228,169
Pver_gene_g15740,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15741,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15742,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g15743,46,25,76,38,34,14,4,26,13,23,16,25
Pver_gene_g19615,0,30,0,35,0,0,0,0,0,10,0,0
Pver_gene_g15748,93,85,140,92,43,48,5,25,37,26,51,34
Pver_gene_g15749,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g14269,269,262,405,208,293,259,33,467,149,263,200,276
Pver_gene_g21758,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21941,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3377,219,208,196,135,84,61,27,96,65,26,57,50
Pver_gene_g22427,0,0,0,0,0,0,0,0,3,0,0,0
Pver_gene_g22426,0,0,0,0,0,0,0,0,7,0,0,0
Pver_gene_g22425,0,0,0,0,9,0,0,0,0,0,0,0
Pver_gene_g22424,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22423,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22422,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22421,0,0,17,17,0,2,3,5,7,7,5,4
Pver_gene_g22420,0,0,0,0,0,0,0,6,0,0,0,0
Pver_gene_g22429,0,0,0,0,5,2,0,11,9,10,8,9
Pver_gene_g22428,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22399,9,18,0,0,2,0,0,0,3,0,0,0
Pver_gene_g22398,0,0,0,0,0,0,0,0,0,0,8,0
Pver_gene_g22395,0,0,0,0,1,0,0,0,0,0,0,0
Pver_gene_g22394,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22397,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22396,0,0,0,0,9,0,0,1,1,1,0,0
Pver_gene_g22391,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22390,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22393,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g22392,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g21862,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_93_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18563,0,0,0,0,0,12,0,0,0,0,0,0
Pver_gene_g9065,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9064,0,0,0,0,0,9,0,7,0,0,0,0
Pver_gene_g9067,12,4,21,0,442,325,109,461,199,339,365,294
Pver_gene_g9066,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g9061,41,37,64,45,70,137,44,113,69,188,109,103
Pver_gene_g9060,0,0,0,0,201,88,97,195,72,114,205,107
Pver_gene_g9063,99,104,137,72,245,232,90,359,228,259,223,209
Pver_gene_g9062,0,10,0,0,157,48,38,88,49,54,149,24
Pver_gene_g4955,0,0,0,0,59,42,24,81,40,40,57,56
Pver_gene_g9069,0,0,0,0,27,17,11,68,12,51,30,20
Pver_gene_g9068,128,102,127,53,57,58,19,62,36,44,34,32
Pver_gene_g21869,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8918,0,20,0,0,153,129,41,124,77,107,147,134
Pver_gene_g8919,0,7,0,0,12,0,21,69,25,44,0,10
Pver_gene_g8912,23,51,73,20,41,45,0,55,42,73,28,69
Pver_gene_g8913,0,60,57,0,0,11,0,0,10,0,0,20
Pver_gene_g8910,0,0,0,0,14,11,11,0,7,7,54,9
Pver_gene_g8911,0,21,50,26,4,8,0,0,38,0,28,4
Pver_gene_g8916,0,0,0,0,41,23,7,48,13,22,45,16
Pver_gene_g8917,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8914,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g8915,20,0,34,9,48,24,26,19,74,26,35,53
Pver_gene_novel_gene_457_5de57afd,0,14,0,0,0,5,0,7,0,0,0,0
Pver_gene_g19108,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19109,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19102,134,129,179,140,167,94,66,104,83,117,47,96
Pver_gene_g19103,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19100,0,0,0,6,0,0,0,0,0,0,0,0
Pver_gene_g19101,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19106,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19107,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g19104,0,0,0,0,0,0,8,7,0,0,0,16
Pver_gene_g19105,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_novel_gene_252_5de57afd,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g23744,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g11617,0,0,0,0,36,44,0,46,21,0,38,50
Pver_gene_g18279,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18278,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18273,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18272,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18271,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18270,184,213,241,198,16,47,0,72,44,25,18,14
Pver_gene_g18277,65,37,28,13,0,12,0,0,26,0,0,19
Pver_gene_g18276,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18275,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g18274,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3650,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3651,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3652,0,0,0,0,0,0,0,0,0,0,0,0
Pver_gene_g3653,51,92,59,81,139,149,103,210,98,116,188,139
